1053872.965, 1068485.726, 860186.8419, 879395.9741, 3, 730
1064383.16800000000	877617.30130000000	3
1065207.12200000000	877812.46670000000	3
1064921.41000000000	877507.51740000000	3
1061855.40100000000	877036.23430000000	3
1061229.18200000000	875326.79140000000	3
1064256.92400000000	875662.80310000000	3
1066289.58200000000	870895.00370000000	3
1059283.99900000000	870474.66810000000	3
1060955.67300000000	868989.98060000000	3
1058429.70700000000	867111.59130000000	3
1061560.70300000000	864520.86020000000	3
1064644.09500000000	876433.75760000000	4
1064073.34100000000	871170.63640000000	4
1063324.67700000000	868535.24580000000	4
1062727.42900000000	867568.76160000000	4
1060294.57300000000	865833.42020000000	4
1058071.43800000000	870155.95330000000	4
1062509.35700000000	875614.76510000000	5
1059873.37800000000	873066.55840000000	5
1065219.07600000000	872169.16650000000	5
1059267.31700000000	871507.07120000000	5
1057960.93500000000	869563.95440000000	5
1062882.89400000000	867893.03980000000	5
1063679.04700000000	867539.03640000000	5
1063540.54200000000	867412.55640000000	5
1058465.20700000000	867534.37260000000	5
1060228.33000000000	864339.86500000000	5
1064447.76300000000	878177.89860000000	5
1061974.72000000000	876280.02010000000	6
1066144.78400000000	875182.69180000000	6
1065118.84800000000	875949.39980000000	6
1065966.67000000000	874971.51950000000	6
1064658.95200000000	873442.91920000000	6
1065136.02900000000	871384.38500000000	6
1059821.59900000000	867904.39640000000	6
1067359.87300000000	868075.09470000000	6
1061335.79200000000	867967.05550000000	6
1059158.51200000000	865380.63420000000	6
1064681.00500000000	871127.30320000000	6
1064678.14800000000	871027.34070000000	6
1065958.41300000000	877417.50610000000	7
1066128.61200000000	875468.13770000000	7
1065700.47200000000	873108.21870000000	7
1061084.12400000000	872965.93650000000	7
1061207.31300000000	872689.89550000000	7
1063352.63800000000	871538.96720000000	7
1059880.76500000000	871536.53810000000	7
1063838.59300000000	870231.90890000000	7
1059133.46900000000	868272.57280000000	7
1060569.73400000000	867300.69350000000	7
1060294.57300000000	865833.42020000000	7
1065498.16100000000	878376.50290000000	8
1062749.31400000000	876259.65970000000	8
1062855.14400000000	876164.71260000000	8
1063034.17700000000	875877.46380000000	8
1064744.09200000000	873312.94960000000	8
1060543.09100000000	872162.24680000000	8
1060234.52000000000	871780.02490000000	8
1066000.50600000000	871731.59160000000	8
1060786.41900000000	871618.56050000000	8
1061516.37300000000	870972.03780000000	8
1062612.38600000000	870605.22370000000	8
1064476.62300000000	868619.60040000000	8
1062661.29000000000	867647.49060000000	8
1061468.35100000000	868351.58000000000	8
1061778.14200000000	868004.70810000000	8
1062169.76300000000	867156.73430000000	8
1062353.11800000000	866107.99000000000	8
1061813.50800000000	865702.34730000000	8
1064064.95100000000	877717.48860000000	9
1062116.42300000000	877043.10120000000	9
1063551.20300000000	874645.51170000000	9
1065698.70400000000	874365.17420000000	9
1064058.16100000000	872228.87430000000	9
1063698.17100000000	870804.01670000000	9
1061498.73800000000	870278.57560000000	9
1059023.42800000000	870243.35270000000	9
1059951.83900000000	870024.41420000000	9
1067693.72400000000	869717.79090000000	9
1060732.73100000000	869153.00780000000	9
1062561.28300000000	869080.90430000000	9
1062561.28300000000	869080.90430000000	9
1061023.87200000000	868277.88180000000	9
1062405.92300000000	867176.78630000000	9
1058216.19100000000	866787.74980000000	9
1059257.82000000000	866492.82470000000	9
1061917.82500000000	865540.50190000000	9
1064699.35000000000	877149.01550000000	10
1063002.09600000000	876079.43120000000	10
1066014.46500000000	875429.14550000000	10
1062243.02800000000	875527.24170000000	10
1065781.42800000000	875843.54160000000	10
1062745.73500000000	875331.63540000000	10
1063867.54400000000	873426.40080000000	10
1063925.22100000000	872752.06680000000	10
1064385.52500000000	872468.99500000000	10
1064267.46600000000	871789.90760000000	10
1060190.50600000000	867893.92620000000	10
1064500.27300000000	876552.59780000000	10
1063992.67600000000	877221.39300000000	11
1065740.43600000000	875970.14440000000	11
1065134.96100000000	875756.56630000000	11
1061112.53900000000	874741.24950000000	11
1061860.79400000000	873870.81780000000	11
1059400.99300000000	871781.16060000000	11
1061709.07000000000	871121.76360000000	11
1061709.07000000000	871121.76360000000	11
1058498.25200000000	870428.79870000000	11
1060285.62900000000	869244.86120000000	11
1067693.72400000000	869717.79090000000	11
1060589.05200000000	868724.13610000000	11
1060190.50600000000	867893.92620000000	11
1060640.16500000000	865621.74180000000	11
1060958.44800000000	864979.23100000000	11
1061951.08700000000	864921.55120000000	11
1062094.14000000000	865004.24870000000	11
1062094.14000000000	865004.24870000000	11
1064614.32400000000	877019.43190000000	12
1062595.82600000000	876041.94130000000	12
1064419.50500000000	876619.17620000000	12
1058120.82300000000	873694.78490000000	12
1057058.73900000000	873488.55890000000	12
1065105.81500000000	873066.48410000000	12
1062892.02500000000	871801.66530000000	12
1059619.94200000000	871446.23830000000	12
1063882.06000000000	871205.95580000000	12
1064743.11600000000	870526.65960000000	12
1064743.11600000000	870526.65960000000	12
1057878.07200000000	870465.08870000000	12
1061512.69800000000	869949.46270000000	12
1064171.20700000000	869879.36970000000	12
1057458.86000000000	869432.94880000000	12
1057609.16400000000	869609.13030000000	12
1059065.33800000000	869124.86600000000	12
1062072.65100000000	867793.48510000000	12
1063166.36300000000	867736.90920000000	12
1061560.70300000000	864520.86020000000	12
1062088.02700000000	876136.40310000000	13
1066014.46500000000	875429.14550000000	13
1061561.17800000000	874418.57800000000	13
1062283.17200000000	873327.15870000000	13
1064108.29500000000	872940.71520000000	13
1064182.52000000000	873397.16570000000	13
1065082.06600000000	872972.28760000000	13
1062998.81100000000	873180.81770000000	13
1064596.46400000000	872231.33940000000	13
1058669.16400000000	872493.50110000000	13
1067887.79800000000	871952.95520000000	13
1063271.40900000000	871842.60700000000	13
1061816.21500000000	871848.68410000000	13
1061816.21500000000	871848.68410000000	13
1067865.98700000000	871561.67040000000	13
1065876.11400000000	870524.01350000000	13
1060328.83900000000	869555.25230000000	13
1065350.03000000000	869336.21460000000	13
1061756.98800000000	868030.25750000000	13
